Sentimiento,Regiones
P,Colombia
P,San diablo
P,Colombia
P,Colombia
P,Mexico
P,Bogota dc
N,En el exilio bq
N,Colombia
N,Colombia
N,Bogota 
P,Bogot
P,Venezuela
P,Cundinamarca
P,Colombia
P,Ut 477348
N,Bogota colombia
N,Colombia
N,Abu dhabi
N,Colombia
N,Colombia
N,San francisco
N,Colombia
N,Bogota dc
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Meta
N,Mexico
N,Facatativ
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Santiago de cali
N,Cundinamarca
N,Antioquia
N,Colombia
N,Semarang utara 2
N,Atlantico
N,Valledupar
N,La union antioquia colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Tunja
N,Valle del cauca
N,Colombia
N,Antioquia
N,Colombia
N,Antioquia
N,Colombia
N,Bahia
N,Colombia
N,Estado trujillo
N,Carabobo
N,Santiago de cali
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
N,Cundinamarca
N,Colombia
N,Bogota dc colombia
N,Luna
N,Medellin 
N,Cundinamarca
N,Antioquia
N,Colombia
N,Cundinamarca
N,Valle del cauca
N,Colombia
N,Colombia
N,Bogota dc 
N,Colombia
N,Colombia
N,Ecuador un rincon del mundo
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Barranquilla 
N,Colombia
N,En el centro de bogota
N,Cali 
N,Tibu norte de santander
N,Colombia
N,Curacao
N,Santa marta colombia
N,Antioquia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Santiago de cali
N,Cundinamarca
N,La
N,Colombia
N,Antioquia
N,Colombia
N,Antioquia
N,Rancho verde
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Tulua 
N,Cali colombia
N,Antioquia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Valle del Cauca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Gran caracas
N,Colombia
N,Colombia
N,Medelllin
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
N,Manizales
N,Colombia
N,Colombia
N,Valle del Cauca
N,Antioquia
N,Colombia
N,Colombia  barranquilla
N,Tolima
N,Colombia
N,Colombia
N,Colombia
N,Atlantico
N,Santa catalina
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Guayaquil
N,Argentina
N,In the house
N,Antioquia
N,Ut 10482868
N,Quito
N,Colombia
N,Quito
N,Cuenca
P,Mexico
N,Colombia
N,Colombia
N,Colombia
N,Bilivalbbgmailcom
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
N,Cundinamarca
N,Antioquia
N,Colombia
N,Meta
N,Colombia
N,Colombia
N,Atlantico
N,Facatativ
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Rionegro
N,Colombia
N,Colombia
N,Venezuela
P,Venezuela
P,Colombia
P,El salvador
P,San salvador
P,El salvador
N,Colombia
N,Panama
N,Colombia
P,Mato grosso
P,Colombia
P,Colombia
N,Cundinamarca
N,Colonia
N,Santander
N,Colombia
N,Colombia
N,Narnia narco bananera
N,Cundinamarca
N,Complexo do lins
N,Antioquia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Atlantico
N,Colombia
N,Colombia
N,Pto colombia atlantico
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Latinoamericano y caribeo
N,Colombia
N,America central hacia colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,An ashamed australian
N,Colombia
N,Venezuela
N,Colombia
N,America central hacia colombia
N,San felipe estado yaracuy
N,Valle del cauca  bogota dc
N,Colombia
N,Bolivia
N,An ashamed australian
N,Colombia
N,Colombia
N,Esperanza
N,Sucre
N,Colombia
N,Belem
N,Colombia
N,Colombia
N,Colombia
N,Honduras
N,Santa marta
N,Caracasvenezuela
N,Colombia
N,Colombia
N,Bolivia
N,America central hacia colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Santa marta
N,An ashamed australian
N,An ashamed australian
N,Andalucia
N,Colombia
N,America central hacia colombia
N,Colombia
N,Colombia
N,Colombia
N,An ashamed australian
N,An ashamed australian
N,An ashamed australian
N,An ashamed australian
N,Colombia
P,Cundinamarca
P,Colombia
P,Santander
P,Colombia
N,Colombia
P,Cuenca ecuador
P,Colombia
P,Colombia
P,Manabi
P,Colombia
P,Cuenca
N,Colombia
N,Bora bora
N,Colombia
N,Dejas de seguir no te sigo
N,Colombia
N,
N,Colombia
P,Colombia
P,Colombia
N,Colombia
N,Colombia
N,Oncativo 
N,Colombia
N,La victoria
N,Ecuador
N,Lima
N,Colombia
N,Lima
N,Peru
N,Lima 
N,Lima
N,Colombia
N,Monsefu 
N,Colombia
P,Colombia
P,Cundinamarca
P,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Complexo do lins
N,Santa marta la bahia mas bella
N,Santa marta la bahia mas bella
N,Colombia
N,Colombia
P,Colombia
P,Tibu norte de santander
N,Bogota dc 
N,Colombia
N,Colombia
N,Caracas 
N,Colombia
N,Colombia
N,Colombia
N,Valle del Cauca
N,Manhattan
N,Colombia
N,Colombia
P,Santa marta la bahia mas bella
N,Antioquia
N,Somewhere
N,Colombia
N,Un lugah arhe
N,Colombia
N,Valle del Cauca
N,Cundinamarca
N,Cundinamarca
N,Cali col
N,Buenos aires
N,Colombia
N,Bogota dc
N,Cundinamarca
N,Colombia
N,Colombia
N,Fontibon df
N,Colombia
N,Valle del cauca
N,Venezuela
N,Complexo do lins
N,Colombia
N,Venezuela
N,Colombia
N,Colombia
N,Colombia
P,Colombia
P,Cundinamarca
N,Rio de janeiro
N,Puerto ayacucho 
N,Colombia
N,Complexo do lins
N,Colombia
N,Segue voc
N,Cordovil
N,Oswaldo cruz
N,Colombia
N,Pacincia
N,Rio de janeiro
N,podcast 001 no link abaixo
N,Complexo do lins 
N,Ilha do governador
N,Onde vc me chamar
N,Santa teresa
N,Santa cruz
N,Tottenham hotspur
N,Rio de janeiro
N,Complexo do lins
N,Bem longe de vc
N,Duque de caxias
N,No corao de deus
N,Porto alegre
N,5524
N,Complexo do lins
P,India
P,Norte de santander
P,Colombia
P,Chile
N,Colombia
N,Miami
N,Colombia
N,Magdalena 
N,Colombia
N,Colombia
N,Santa marta colombia
N,Colombia
P,Colombia
P,Colombia
N,Colombia
N,021
N,Beira russia moscoow  
N,Colombia
N,Guadalupe
N,Rio de janeiro
N,Narnia
N,Rj
N,Colombia
N,Colombia
N,New york eeuu
N,Colombia
N,Quimicamente periodista 
N,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,El cielo
N,Complexo do lins
N,Colombia
P,Cundinamarca
N,Cadiz
N,Colombia
N,Cundinamarca
P,Colombia
P,Colombia
P,Colombia
P,Venezuela
P,Colombia
P,Colombia
P,Colombia
P,Villahermosa
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Valencia
P,Cundinamarca
P,Colombia
P,Sincelejo
P,United states
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Cundinamarca
P,Fort lauderdale
P,Colombia
P,Venezuela
P,Lejos de santos
P,Colombia
P,Colombia
P,Colombia
P,Cundinamarca
P,Mexico
P,Cundinamarca
P,Charallave
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Valle del Cauca
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Antioquia
P,Cundinamarca
P,Colombia
P,Colombia
P,Norte de santander
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Antioquia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Al fontanone si  in salvo
P,Brewster
P,Santander
P,Antioquia
P,Venezuela
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia pais exportador
P,Colombia
P,Colombia
P,Antioquia
P,Colombia
P,Cundinamarca
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Iox
P,Colombia
P,Colombia
P,Santa catalina
P,Colombia
P,Colombia
N,Colombia
P,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Santander
N,Colombia
N,Armenia
N,Norte de Santander
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Neiva
N,Medallo 
N,Santander
N,Colombia
N,Colombia
N,San andres
N,Cundinamarca
N,Cienaga
N,Colombia
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Buenos aires
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Anywhere
N,Atlantico
N,Santander
N,Colombia
N,Manizales 
N,Colombia
N,Colombia
N,Colombia
N,Guacari
N,Cauca
N,Santa marta
N,Colombia
N,Caqueza
N,Colombia
N,Clemencia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
N,Republica de las bananeras
N,Madrid
N,Ibague 
N,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Barrio triste
N,Colombia
N,Bogota d c
N,Calle melancolia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Antioquia
N,Colombia
N,Cali colombia
N,Colombia
N,Fontibon df
N,Buenos aires
N,Barranquilla 
N,Colombia
N,Colombia
N,Antioquia
P,Acapulco
P,Antioquia
P,Girardota
P,Colombia
P,De colombia
P,Colombia
P,Montes de maria col
P,Colombia
P,Bogota dc
P,Colombia
P,Colombia
P,Valle del Cauca
P,Cundinamarca
P,Colombia
P,Cundinamarca
P,Colombia
P,Bogota 
P,Colombia
P,Colombia
P,Santa marta colombia
P,Colombia
P,Colombia
P,Pitalito huila colombia
P,Colombia
P,Colombia
P,Colombia
P,Bolivar
P,Yondo
P,Colombia
P,Colombia
P,Manizales
P,Colombia
P,Valle del Cauca
P,Colombia
P,Guadalajara de buga
P,Colombia
P,Tangamandapio
P,Norte de Santander
P,4728137
P,Colombia
P,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Venezuela
N,Ksa e mam
P,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Mos eisley
N,Colombia
N,Colombia
N,Bogota 
N,Tunja
N,Colombia
N,Colombia
N,La calera
N,Colombia
N,Narnia narco bananera
N,Colombia en paz
N,Colombia
N,Colombia
N,Paradise
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Twitter
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Puerto santander
N,Colombia
N,Antioquia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Valle del Cauca
N,Cundinamarca
N,Paradise city
N,Cundinamarca
N,Barranquilla 
N,Instagram xiomarag13
N,Cundinamarca
N,Valle del Cauca
N,Cundinamarca
N,Cundinamarca
N,Colombia san juan de pasto
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Tunja
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Villamaria
N,Colombia
N,Chia cund 
N,Tulua
N,Cundinamarca
N,Cundinamarca
N,Bogota dc
N,Cundinamarca
N,Cundinamarca
N,Colombia san juan de pasto
N,Cundinamarca
N,Magangue
N,Colombia
N,Colombia
N,Tunja
N,Colombia
N,Nariño
N,Valle del Cauca
N,Colombia
N,Colombia
N,Colombia
N,Tulua
N,Cundinamarca
N,Naucalpan de juarez
N,Quito
N,Guayaquil
N,Colombia
N,Lakeland
N,Colombia
N,De la ciudad del rio grande
N,Ecuador
N,Texas
N,Loja
N,Colombia
N,Guayaquil
N,Colombia
N,Guayaquil
N,Houston
N,Quito 
N,Colombia
N,Quito
N,Colombia
N,Colombia
N,Ecuador
N,Colombia
P,Colombia
N,Colombia
N,Omicron persei 8
N,Santodomingo
N,Colombia
N,Colombia
N,Barrancabermeja
N,Colombia
N,Antioquia
N,Cundinamarca
N,Colombia
N,San antonio de prado
N,Complexo do lins
N,America central hacia colombia
N,An ashamed australian
N,Colombia
N,Cundinamarca
N,Quito
N,Quito
N,Colombia
N,An ashamed australian
N,Wisconsin
N,Los lagos
N,Antioquia
N,Caldas
N,Colombia
N,Complexo do lins
N,Inhoaiba
N,Colombia
N,Guatemala
N,Guadalajara
N,Colombia
P,Buenos aires
P,Piriapolismaldonadouruguay
P,Colombia
P,Colombia
N,Bogota dc
N,Colombia
N,Manizales
N,Cundinamarca
N,Sos de la 
N, colombia negocio local
N,Antioquia
N,Colombia
N,Colombia
N,Cundinamarca
N,Manizales
N,Colombia
N,So paulo
N,Un punto en el sur
N,Here to there and back again
N,City of bs as caba
N,Colombia
N,Colombia
N,Colombiaespaa
N,Cundinamarca
N,Colombia
N,Zambrano
N,Bolivar
N,Complexo do lins
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Macondo
N,Colombia
N,Colombia
N,Colombia
N,Meta
N,Colombia
N,Santander
N,Colombia
N,Risaralda
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Buenos aires city region
N,La jagua de ibirico colombia
N,Valle del Cauca
N,Antioquia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Pitalito
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Santander
N,Colombia
N,Colombia
N,Santander
N,Monteria 
N,Colombia
N,Florida usa y colombia
N,Antioquia
N,Colombia
N,Santander
N,Colombia
N,Colombia
N,Cqli
N,Colombia
N,Monteria
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Santa marta
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Ocaa
N,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cartagena de indias
N,La guajira
N,Atlantico
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,In a galaxy far far away 
N,District of columbia
N,Cundinamarca
P,Cundinamarca
N,Chatuba
N,So joo de meriti
N,Complexo do lins
N,Mi querida bogota
N,Colombia
N,Complexo do lins
N,Guayaquil
N,Complexo do lins
N,Complexo do lins
P,Colombia
N,Colombia
N,Valledupar
N,Colombia
N,Colombia
N,Colombia
P,Valledupar
P,Santa marta
P,Colombia
P,Colombia
N,Colombia
P,Colombia
P,Bolivar
P,Colombia
P,Colombia
P,Colombia
P,Atlantico
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,San andres
P,Cundinamarca
P,Colombia
N,Colombia
N,Valledupar
N,Colombia
N,Colombia
N,Arauca
N,Colombia
N,Panama
N,Colombia
N,Colombia
N,Colombia
P,Colombia
P,Socorro
N,Villavicenciometa
N,mi bella colombia
N,Bogota dc
N,Antioquia
N,Bogota colombia
P,Cundinamarca
N,Colombia
N,Venezuela
N,Colombia
N,Colombia
N,Complexo do lins
N,Colombia
N,Colombia
N,Colombia
N,Real world
N,Colombia
P,Villavicencio 
P,Colombia
P,Rio de janeiro
P,Colombia
P,Mexico
N,Concepcion
N,Chile
N,Santiago
P,Colombia
P,Colombia
N,Complexo do lins
N,Guayaquil
N,Colombia
N,Salinas
N,Colombia
N,Guayaquil
N,Salinas
N,Guayaquil
N,Ecuador
N,Colombia
N,Colombia
N,Colombia
N,Ecuador 
N,Guayaquil
N,Colombia
N,Colombia
N,Caracas
N,Caracas
N,Caracas
N,Colombia
N,Colombia
N,Maracaibo estado zulia
N,Colombia
N,Caracas
N,Venezuela trujillo
N,Lara
N,Trujillo
N,Barquisimeto
N,Cundinamarca
P,Colombia
P,Colombia
P,Barcelona
P,Colombia
P,Latinoamericano y caribeo
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
N,Maracay
N,Caracas
N,Caracas
N,Colombia
N,San diego
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
P,Colombia
P,Colombia
N,Valle del Cauca
N,Quito
N,Puyo pastaza
P,Santiago
N,Colombia
N,Quito 
N,Quito
N,Ecuador
N,Colombia
N,Rio de janeiro
N,Complexo do lins
N,Argentina
N,Colombia
N,Espanha
N,Poos de caldas
N,So paulo
N,Colombia
N,Espanha
N,Vaz lobo
N,Colombia
P,Mexico
P,Colombia
P,Colombia
N,Miaatlden
N,Savannah
N,Atlanta
N,Oceanside
N,
N,Cundinamarca
P,Complexo do lins
N,Abu dhabi
N,Recreio dos bandeirantes
N,Brooklyn
N,Na sua mente
N,Atlantico
N,La verdad es nuestra fortaleza
N,Cundinamarca
N,Colombia
N,Complexo do lins
N,Venezuela
N,Venezuela
N,Colombia
N,Venezuela
N,Los  teques venezuela
N,Caracas
N,San antonio del tachira
N,Venezuela
N,Colombia
N,Caracas
N,No soy de anapoima
N,Colombia
N,Colombia
N,Jardim gaucho
N,
N,Complexo do lins
P,Punta arenas
P,Colombia
P,Pueblo libre
P,Lima
P,Lima
N,Arequipa
N,Aqui en minutos20
N,Ecuador
N,Colombia
N,Valle del Cauca
N,Colombia
N,Miami
N,Glogal
N,Cundinamarca
P,En el corazon de mi patria
P,Colombia
P,Estados unidos
N,Colombia
P,Colombia
N,Colombia
N,Isla de margarita venezuela
N,Santander
N,Colombia
N,Colombia
N,Colombia
N,Meta
N,Colombia
N,Cundinamarca
N,Santander
N,Colombia
N,Ut 
N,Colombia
N,Chile
P,Colombia
N,Colombia ibague tolima
N,Antioquia
N,Antioquia
N,Cundinamarca
N,Colombia
N,Colombia
N,Suiza
N,Medellin 
N,Cundinamarca
N,Manizales
N,Colombia con amor
N,Colombia
N,Colombia
N,Colombia
N,Montreal
N,Colombia
N,Bogota dc
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Desubicado en el mundo
N,Maicao
N,Colombia
N,Colombia
N,Bolivar
N,Colombia
N,Bogota colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Norte de Santander
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Panama
N,Cundinamarca
N,Antioquia
N,Bogota colombia
N,El cielo
N,Colombia
N,Colombia
N,Guadalajara de buga
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Tolima
N,Manizales
N,Colombia
N,Cucuta 
N,Colombia
N,Norte de Santander
N,Twitter
N,Colombia
N,Colombia
N,Los angeles
N,Colombia
N,Colombia
N,Colombia
N,Nariño
N,Arauca
N,Planeta tierra
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Antioquia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
P,Florida
N,Colombia
N,Colombia
N,Cundinamarca
P,Colombia
P,Colombia
P,Colombia
P,Colombia con amor
P,Valle del Cauca
P,Colombia
P,Colombia
P,Antioquia
P,Colombia
P,Villa de san diego de ubate
P,Colombia
P,Guadalajara de buga
P,Cundinamarca
P,Colombia
P,Colombia
N,Colombia
N,Brewster
N,Colombia
N,Colombia
N,Bolivar
N,Colombia
N,Carolina del principe  ant
N,Antioquia
N,Colombia
N,Complexo do lins
N,Cd de mexico
N,Colombia
N,Colombia
P,Colombia
P,Habitante del planeta tierra
P,Valledupar
P,Colombia
P,Atlantico
P,Colombia
P,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Mundial
N,Cundinamarca
N,New york new york
N,New york new york
N,New york new york
N,Colombia
N,Colombia
N,Cartagena 
N,Colombia
N,Tibu norte de santander
N,Colombia
P,Colombia
N,Colombia
N,Bogota dc colombia
N,Panama
N,Na sua
N,Rio de janeiro
N,Cundinamarca
N,Colombia
N,Estados unidos
N,Los angeles
N,Centro de la ciudad de mexico
N,Santa maria la ribera
N,Los angeles
N,Colombia
N,Estados unidos
N,Los angeles
N,Colombia
N,Rio de janeiro
N,Al lado del presidente chavez
N,Colombia
N,Colombia
N,Por ahi
N,Entre el campo y la ciudad
N,Venezuela
N,Colombia
N,Colombia
N,Araure venezuela
N,Colombia
N,Norte de Santander
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
P,Colombia
N,Santander
N,Santa marta
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Universidad nacional
N,Cundinamarca
N,Complexo do lins
N,Complexo do lins
N,Yondo
N,Puerto lopez
N,Washington
N,Colombia
N,Colombia
N,Antioquia
N,Colombia
N,Colombia
N,Longe de vc
N,Pereira
N,Pereira
N,Pereira 
N,Pais en reconstruccion
N,Springfield
P,Colombia
P,Colombia
P,Cundinamarca
P,Cundinamarca
P,Antioquia
P,Cundinamarca
N,Antioquia
N,Cundinamarca
N,Colombia
N,Santiago de cali
N,Colombia
P,Santiago de cali
N,Colombia
N,Natagaima
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Antioquia
N,Tangamandapio
N,Colombia
N,Brasil
N,Colombia
N,Tubaro
N,Brasil
N,Guaratuba
N,So paulo
N,Vitoria de santo anto
N,Recreiobarra da tijuca
N,Campo grande ms
N,Brasil
N,Vitoria
P,Machiques de perija edo zulia
P,Colombia
N,Miranda
N,Colombia
N,Venezuela
N,Lancaster
N,United states
N,Venezuela
N,Colombia
N,Colombia
N,Caracas
N,Merida
N,Colombia
N,Colombia
N,Colombia
N,Maracay
N,Colombia
N,Isla margarita 
N,En tu alma que me enamora
N,Atlantico
N,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Armenia
N,Santa fe de bogota de
N,Cundinamarca
N,Colombia
N,Colombia
N,Zambrano
N,Pereira
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Valle del Cauca
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Corozal sucre
N,Cundinamarca
N,Colombia
N,Miami
N,Colombia
N,Colombia
N,Un rato aqui y otro alla
N,Caracas
N,Venezuela
N,Venezuela
N,Colombia
N,Caracas
N,Caracas
N,Venezuela
N,Colombia
N,Santa marta
P,Cundinamarca
P,Colombia
P,Armenia
P,Colombia
N,Colombia
N,Santa marta
N,Valle del Cauca
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Valle del Cauca
N,Cundinamarca
N,Colombia
N,Atlantico
N,Colombia
N,Colombia
N,Yopal
N,Cundinamarca
N,Magdalena 
N,Atlantico
N,Bogota d c
N,Santa marta
P,Valle del Cauca
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Manizales
P,Colombia
P,Colombia
P,Cundinamarca
P,Santander
P,Cundinamarca
P,Santa marta
N,Santa marta 
N,Bogota 
N,Bogota dc
N,Atlantico
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Mexico
N,Municipio sal si puedes
N,San pejesburgo
N,Colombia
N,Mexico
N,Latinoamerica
N,Mex
N,Reynosa tamaulipas
N,Colombia
N,Colombia
N,Los angeles
N,Colombia
N,Colombia
N,Mtl
N,Mexico
N,Palmira
P,Bolivia
N,Meta
N,Colombia
N,Colombia
N,Curitiba
N,So paulo
N,Colombia
N,Colombia
N,Colombia
N,Quito
N,Valledupar
N,Santiago de cali
P,Northern virginia
P,San juan
P,Colombia
P,Ponce 
P,Colombia
N,Colombia
N,Colombia
P,Colombia
N,La guajira
N,Vinces
N,Colombia
P,Colombia
N,Colombia
N,Atlantico
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Bogota dc
N,Valle del Cauca
N,Colombia
N,Medellin 
N,Colombia
N,Cundinamarca
N,Magangue bolivar colombia
N,Bogot dc
N,Colombia
N,Colombia
N,Valle del Cauca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Barcelona
N,La paz un derecho de todos
N,Cundinamarca
N,Colombia
N,Complexo do lins
N,Colombia
N,Valle del Cauca
N,Colombia
N,Villa de leyva
N,So cristovo
N,So cristovo
P,So cristovo
P,Glogal
N,Complexo do lins
N,Colombia
N,Colombia
N,Colombia
N,La patria boba
N,Earth
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Cartago valle del cauca colomb
N,Colombia
P,Colombia
N,Colombia
N,Colombia
P,Colombia
N,Panama city beach
N,Panama
N,Panama
N,Colombia
N,9012384
N,Panama
N,Panama
N,Panama city 
N,Chitre
N,Panama
N,9357297
N,Panama
N,Colombia
N,Caracas
N,Antioquia
N,Atlantico
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
P,Colombia
N,Colombia
N,Complexo do lins
N,Ocaa
N,Venezuela lacra
N,Colombia
N,Colombia
N,Colombia
N,Portuguesa
N,Colombia
N,Araure venezuela
N,Ecuador
N,Maracay
P,Colombia
P,Lerdo
P,Cundinamarca
N,Colombia
N,Atlantico
N,Colombia
N,Colombia
N,Colombia
N,55021
N,Complexo do lins
N,Colombia
N,Venezuela
N,En tu mente
N,En el antidoping v
N,Bogota colombia
N,Colombia
N,Colombia
N,Algun lugar del mundo
N,Puerto santander
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Valle del Cauca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Santa marta magdalena colombia
N,Antioquia
N,Colombia
N,Medellin  bogota
N,Twitter
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
N,Antioquia
N,Ut 25991901
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Antioquia
N,Colombia
N,Cundinamarca
N,Antioquia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Cauca
N,Ahora en el planeta tierra
N,Colombia
N,Bolivar
N,Colombia
N,Xochimilco
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Ciudad autonoma de buenos aire
N,La guajira
N,Colombia
N,La
N,Aero clube
N,Colombia
N,Colombia
N,Cundinamarca
P,Cundinamarca
P,Cundinamarca
N,Colombia
N,Colombia
N,Facebookcomyyfcvn
N,Mexico
N,Colombia
N,Colombia
N,Santiago
N,Mexico
N,
N,Colombia
N,Colombia
N,Mexico
N,Central java
N,Argentina
N,Mnl
N,Seoul
N,Home
N,62
N,  
N,Semarang
N,Last men standing
N,Label sj
N,Colombia
N,Indonesia 
N,Colombia
N,Byeontaenggu
N,Amphoe mueang surin
N,Colombia
N,Indonesia
N,Seoul
N,Semarang
N,
N,62
N,Colombia
N,Thailand
N,Indonesia
N,5sos  150716  100917
N,Abu dhabi
N,Colombia
N,Japan
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Bangkok
N,Peru  lima
N,En tu corazon
N,Fantagio
N,Colombia
